start_time_s,end_time_s,pitch_midi,velocity,pitch_bend
232.40652879818595,238.37790884353743,40,104,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232.23237913832202,232.37169886621317,38,51,-2,-2,-1,-1,1,1,1,1,1,1,1,1
232.15110929705216,232.23237913832202,37,43,1,1,1,1,1,1,1
232.03500952380952,232.15110929705216,36,51,-2,-2,-2,-2,-2,1,1,1,1,1
230.68825215419503,232.03500952380952,35,103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230.61859229024944,231.09460136054423,47,42,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230.33866893424036,230.5721523809524,34,72,-2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
229.0035215419501,230.33866893424036,33,103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228.89903174603174,229.0035215419501,33,53,0,0,1,1,1,1,1,1,1
227.34201088435375,228.95708163265306,28,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227.22591111111112,227.34201088435375,36,46,1,1,1,1,1,1,1,1,1,1
227.0053215419501,227.14464126984126,34,40,2,2,2,2,2,2,2,2,2,2,2,2
226.912441723356,227.0053215419501,35,61,1,1,1,1,1,1,1,1
226.83117188208618,226.912441723356,35,50,1,1,1,1,1,1,1
225.6108403628118,226.8543918367347,40,94,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225.47152063492064,225.63406031746032,42,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225.3902507936508,225.47152063492064,42,82,0,1,1,1,1,1,1
225.18127120181407,225.40186077097508,40,80,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225.1464412698413,225.22771111111112,35,54,1,1,1,1,1,1,1
225.0767814058957,225.18127120181407,40,47,1,1,1,1,1,1,1,1,1
224.94907165532882,225.1464412698413,35,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224.21635918367346,224.94907165532882,35,93,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224.018989569161,224.21635918367346,35,85,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
223.93771972789116,224.018989569161,35,57,0,0,0,0,0,1,1
223.82161995464853,223.9261097505669,34,47,0,0,0,0,1,-1,-1,0,0
223.60103038548752,223.82161995464853,33,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223.50815056689342,223.60103038548752,33,54,0,0,0,0,0,0,1,1
223.33400090702946,223.50815056689342,33,69,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
222.4271387755102,223.33400090702946,33,98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.35747891156464,222.55613242630386,45,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.28781904761905,222.4271387755102,33,61,-1,-1,2,2,2,2,1,1,1,1,1,1
221.89307981859412,222.28781904761905,32,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
221.56800045351474,221.8582498866213,30,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221.4867306122449,221.56800045351474,30,69,1,1,1,1,1,1,1
221.47512063492064,221.66088027210884,49,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221.47512063492064,221.78859002267575,42,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
221.40546077097505,221.47512063492064,49,45,1,1,1,1,1,1
221.25453106575964,221.46351065759637,32,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
221.13843129251703,221.25453106575964,42,58,1,1,1,1,1,1,2,2,2,2
221.0803814058957,221.2429210884354,49,55,0,1,1,1,1,1,1,1,1,1,1,1,2,2
221.0455514739229,221.13843129251703,42,43,1,1,0,2,1,1,1,1
220.7901319727891,221.0455514739229,32,75,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
220.65081224489796,220.7901319727891,32,91,1,1,1,1,1,1,1,1,1,1,1,1
220.24317913832198,220.65081224489796,32,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219.9877596371882,220.24317913832198,32,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219.00091156462585,219.9877596371882,32,93,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218.76871201814058,218.96608163265304,30,53,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
218.2101492063492,218.51200861678004,28,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
